logID,title,visibility,region,revision,segments,startTime,endTime,report_start_at,report_end_at,report_link,zone_id,page,current_page,last_page,has_more_pages,per_page,total
pKCYXkqtgavwnGRf,SSC/TK please kill me,public,United States,63,67,1786094811427,1786105717268,2026-08-07T09:26:51Z,2026-08-07T12:28:37Z,https://classic.warcraftlogs.com/reports/pKCYXkqtgavwnGRf,1056,1,1,-1,TRUE,100,-1
9FgjDHZB3ayGnc8P,happy boys,public,United States,52,59,1786096490176,1786105714861,2026-08-07T09:54:50Z,2026-08-07T12:28:34Z,https://classic.warcraftlogs.com/reports/9FgjDHZB3ayGnc8P,1056,1,1,-1,TRUE,100,-1
vZKDkcxgPJN6Hj81,SSC / TK,public,Korea,21,28,1786101161155,1786105710282,2026-08-07T11:12:41Z,2026-08-07T12:28:30Z,https://classic.warcraftlogs.com/reports/vZKDkcxgPJN6Hj81,1056,1,1,-1,TRUE,100,-1
GzC1Ktrc2Dy3gpBq,SSC / TK,public,Korea,36,41,1786098576233,1786105716475,2026-08-07T10:29:36Z,2026-08-07T12:28:36Z,https://classic.warcraftlogs.com/reports/GzC1Ktrc2Dy3gpBq,1056,1,1,-1,TRUE,100,-1
DpFbZcmXMQTyGh1z,SSC / TK,public,China,8,27,1786101822521,1786105712187,2026-08-07T11:23:42Z,2026-08-07T12:28:32Z,https://classic.warcraftlogs.com/reports/DpFbZcmXMQTyGh1z,1056,1,1,-1,TRUE,100,-1
LDrdAG9WaNXvRTmq,SSC / TK,public,Korea,7,14,1786102903233,1786105712127,2026-08-07T11:41:43Z,2026-08-07T12:28:32Z,https://classic.warcraftlogs.com/reports/LDrdAG9WaNXvRTmq,1056,1,1,-1,TRUE,100,-1
rnAJB6yRNQMzYhTj,SSC / TK,public,China,19,29,1786102156717,1786105711803,2026-08-07T11:29:16Z,2026-08-07T12:28:31Z,https://classic.warcraftlogs.com/reports/rnAJB6yRNQMzYhTj,1056,1,1,-1,TRUE,100,-1
MVPfpYwXg9nrGD6T,SSC / TK,public,United States,37,42,1786097156130,1786105713847,2026-08-07T10:05:56Z,2026-08-07T12:28:33Z,https://classic.warcraftlogs.com/reports/MVPfpYwXg9nrGD6T,1056,1,1,-1,TRUE,100,-1
wgvLJybYfWhnjNta,SSC / TK,public,Korea,4,37,1786100346437,1786105711851,2026-08-07T10:59:06Z,2026-08-07T12:28:31Z,https://classic.warcraftlogs.com/reports/wgvLJybYfWhnjNta,1056,1,1,-1,TRUE,100,-1
Xt6wTRj9LZhfNqYF,SSC / TK,public,China,10,20,1786102681008,1786105710423,2026-08-07T11:38:01Z,2026-08-07T12:28:30Z,https://classic.warcraftlogs.com/reports/Xt6wTRj9LZhfNqYF,1056,1,1,-1,TRUE,100,-1
Mwc6bgBT9KNrZPtm,0807,public,China,9,14,1786100909930,1786105712080,2026-08-07T11:08:29Z,2026-08-07T12:28:32Z,https://classic.warcraftlogs.com/reports/Mwc6bgBT9KNrZPtm,1056,1,1,-1,TRUE,100,-1
D1Qc7vPwk8XGrpqJ,SSC / TK,public,Korea,34,42,1786099611841,1786105719443,2026-08-07T10:46:51Z,2026-08-07T12:28:39Z,https://classic.warcraftlogs.com/reports/D1Qc7vPwk8XGrpqJ,1056,1,1,-1,TRUE,100,-1
nyR1dJwBvxcW2hgX,SSC / TK,public,Korea,102,116,1786068152495,1786105712383,2026-08-07T02:02:32Z,2026-08-07T12:28:32Z,https://classic.warcraftlogs.com/reports/nyR1dJwBvxcW2hgX,1056,1,1,-1,TRUE,100,-1
t1kcWpxMN6Hnrf4v,SSC / TK,public,Korea,35,42,1786100285145,1786105706716,2026-08-07T10:58:05Z,2026-08-07T12:28:26Z,https://classic.warcraftlogs.com/reports/t1kcWpxMN6Hnrf4v,1056,1,1,-1,TRUE,100,-1
LMDqdy8z79mcCpPf,260807 불폭,public,Korea,47,63,1786096122801,1786105710626,2026-08-07T09:48:42Z,2026-08-07T12:28:30Z,https://classic.warcraftlogs.com/reports/LMDqdy8z79mcCpPf,1056,1,1,-1,TRUE,100,-1
AN9FGdwMf31tg8QB,SSC / TK,public,Korea,3,11,1786105023607,1786105711427,2026-08-07T12:17:03Z,2026-08-07T12:28:31Z,https://classic.warcraftlogs.com/reports/AN9FGdwMf31tg8QB,1056,1,1,-1,TRUE,100,-1
NKfhgC1mdjQv6Gqn,금요일 조드,public,Korea,66,69,1786096406633,1786105710106,2026-08-07T09:53:26Z,2026-08-07T12:28:30Z,https://classic.warcraftlogs.com/reports/NKfhgC1mdjQv6Gqn,1056,1,1,-1,TRUE,100,-1
bt1Jj6Kgd9h8yaMc,SSC / TK,public,China,1,15,1786103566174,1786105831575,2026-08-07T11:52:46Z,2026-08-07T12:30:31Z,https://classic.warcraftlogs.com/reports/bt1Jj6Kgd9h8yaMc,1056,1,1,-1,TRUE,100,-1
A7qDKtbN3ZgjaVxH,SSC / TK,public,Korea,7,19,1786103363770,1786105716619,2026-08-07T11:49:23Z,2026-08-07T12:28:36Z,https://classic.warcraftlogs.com/reports/A7qDKtbN3ZgjaVxH,1056,1,1,-1,TRUE,100,-1
XvaTxBDdcwYG9j2K,SSC / TK,public,Korea,8,30,1786101356420,1786105705497,2026-08-07T11:15:56Z,2026-08-07T12:28:25Z,https://classic.warcraftlogs.com/reports/XvaTxBDdcwYG9j2K,1056,1,1,-1,TRUE,100,-1
vVy19f8hBKPAXMcR,SSC / TK,public,China,8,16,1786103096986,1786105704799,2026-08-07T11:44:56Z,2026-08-07T12:28:24Z,https://classic.warcraftlogs.com/reports/vVy19f8hBKPAXMcR,1056,1,1,-1,TRUE,100,-1
ydFAbVDMCJH6jQB8,SSC / TK,public,United States,24,36,1786097095579,1786105705241,2026-08-07T10:04:55Z,2026-08-07T12:28:25Z,https://classic.warcraftlogs.com/reports/ydFAbVDMCJH6jQB8,1056,1,1,-1,TRUE,100,-1
3y7wY9hpTrQFb8Cc,SSC / TK,public,Korea,112,128,1786077733132,1786105708123,2026-08-07T04:42:13Z,2026-08-07T12:28:28Z,https://classic.warcraftlogs.com/reports/3y7wY9hpTrQFb8Cc,1056,1,1,-1,TRUE,100,-1
nGaXNc8RVMhrDZy7,SSC / TK,public,Korea,24,30,1786101028079,1786105705003,2026-08-07T11:10:28Z,2026-08-07T12:28:25Z,https://classic.warcraftlogs.com/reports/nGaXNc8RVMhrDZy7,1056,1,1,-1,TRUE,100,-1
kRGJ9rNXhavLy8bt,SSC / TK,public,China,17,21,1786101877096,1786105702462,2026-08-07T11:24:37Z,2026-08-07T12:28:22Z,https://classic.warcraftlogs.com/reports/kRGJ9rNXhavLy8bt,1056,1,1,-1,TRUE,100,-1
wjBcW2gQ9T3LFZXV,SSC / TK,public,Korea,10,10,1786104262603,1786105703478,2026-08-07T12:04:22Z,2026-08-07T12:28:23Z,https://classic.warcraftlogs.com/reports/wjBcW2gQ9T3LFZXV,1056,1,1,-1,TRUE,100,-1
awzNPLGXdtMmj8qy,wcl_20260807,public,China,13,22,1786102307382,1786105625956,2026-08-07T11:31:47Z,2026-08-07T12:27:05Z,https://classic.warcraftlogs.com/reports/awzNPLGXdtMmj8qy,1056,1,1,-1,TRUE,100,-1
pRqZFjQkG4JWAfaL,"2026-08-07 - SSC / TK - Morogrim Tidewalker (Kill, 1 Pull)",public,China,25,26,1786101116291,1786105709984,2026-08-07T11:11:56Z,2026-08-07T12:28:29Z,https://classic.warcraftlogs.com/reports/pRqZFjQkG4JWAfaL,1056,1,1,-1,TRUE,100,-1
ha6QyXDTZFB8v1dc,SSC / TK,public,Korea,37,47,1786100556729,1786105705502,2026-08-07T11:02:36Z,2026-08-07T12:28:25Z,https://classic.warcraftlogs.com/reports/ha6QyXDTZFB8v1dc,1056,1,1,-1,TRUE,100,-1
1RwJWNHyjBFanYkc,SSC/TK,public,United States,55,75,1786094750870,1786105693443,2026-08-07T09:25:50Z,2026-08-07T12:28:13Z,https://classic.warcraftlogs.com/reports/1RwJWNHyjBFanYkc,1056,1,1,-1,TRUE,100,-1
HRZPD9Cc7rX6Kytg,冬夜8.7,public,China,4,10,1786102918669,1786105708107,2026-08-07T11:41:58Z,2026-08-07T12:28:28Z,https://classic.warcraftlogs.com/reports/HRZPD9Cc7rX6Kytg,1056,1,1,-1,TRUE,100,-1
cvxJjMPaD9GdW72k,SSC / TK,public,China,12,30,1786098408663,1786105698260,2026-08-07T10:26:48Z,2026-08-07T12:28:18Z,https://classic.warcraftlogs.com/reports/cvxJjMPaD9GdW72k,1056,1,1,-1,TRUE,100,-1
N9PmLcXqdACxKQZz,123,public,China,24,28,1786101346152,1786105686717,2026-08-07T11:15:46Z,2026-08-07T12:28:06Z,https://classic.warcraftlogs.com/reports/N9PmLcXqdACxKQZz,1056,1,1,-1,TRUE,100,-1
JALTvwXhkx8mgzCR,SSC / TK,public,China,8,16,1786102995660,1786105695728,2026-08-07T11:43:15Z,2026-08-07T12:28:15Z,https://classic.warcraftlogs.com/reports/JALTvwXhkx8mgzCR,1056,1,1,-1,TRUE,100,-1
D9xfzKyQ6khR2W3Z,SSC / TK,public,China,32,36,1786098811723,1786105689940,2026-08-07T10:33:31Z,2026-08-07T12:28:09Z,https://classic.warcraftlogs.com/reports/D9xfzKyQ6khR2W3Z,1056,1,1,-1,TRUE,100,-1
dnAt4LjDzwvYbM7G,SSC / TK,public,China,31,38,1786098524081,1786105687426,2026-08-07T10:28:44Z,2026-08-07T12:28:07Z,https://classic.warcraftlogs.com/reports/dnAt4LjDzwvYbM7G,1056,1,1,-1,TRUE,100,-1
L9KXrhJkQNMCdvZA,SSC / TK,public,China,21,27,1786101136216,1786105690400,2026-08-07T11:12:16Z,2026-08-07T12:28:10Z,https://classic.warcraftlogs.com/reports/L9KXrhJkQNMCdvZA,1056,1,1,-1,TRUE,100,-1
HTK8NPM3Cb9aYxJj,SSC / TK,public,China,32,37,1786099215929,1786105688935,2026-08-07T10:40:15Z,2026-08-07T12:28:08Z,https://classic.warcraftlogs.com/reports/HTK8NPM3Cb9aYxJj,1056,1,1,-1,TRUE,100,-1
bmYtVfX912G4jNwT,SSC / TK,public,China,20,27,1786101744974,1786105688387,2026-08-07T11:22:24Z,2026-08-07T12:28:08Z,https://classic.warcraftlogs.com/reports/bmYtVfX912G4jNwT,1056,1,1,-1,TRUE,100,-1
x4Rn2z13DcgrbVAQ,SSC / TK,public,Korea,2,9,1786103656033,1786105688824,2026-08-07T11:54:16Z,2026-08-07T12:28:08Z,https://classic.warcraftlogs.com/reports/x4Rn2z13DcgrbVAQ,1056,1,1,-1,TRUE,100,-1
MLFPhdaJr3wjtDHp,SSC / TK,public,China,39,46,1786098820483,1786105686350,2026-08-07T10:33:40Z,2026-08-07T12:28:06Z,https://classic.warcraftlogs.com/reports/MLFPhdaJr3wjtDHp,1056,1,1,-1,TRUE,100,-1
C6mdkyVQzAx9jfNM,t5,public,Europe,5,18,1786099852083,1786105685886,2026-08-07T10:50:52Z,2026-08-07T12:28:05Z,https://classic.warcraftlogs.com/reports/C6mdkyVQzAx9jfNM,1056,1,1,-1,TRUE,100,-1
hfV39bYBrDg7j8Jz,SSC / TK,public,China,6,13,1786103995661,1786105685822,2026-08-07T11:59:55Z,2026-08-07T12:28:05Z,https://classic.warcraftlogs.com/reports/hfV39bYBrDg7j8Jz,1056,1,1,-1,TRUE,100,-1
f7tT3jrAhbkpMqvx,28,public,China,13,19,1786103419759,1786105679403,2026-08-07T11:50:19Z,2026-08-07T12:27:59Z,https://classic.warcraftlogs.com/reports/f7tT3jrAhbkpMqvx,1056,1,1,-1,TRUE,100,-1
zfw7qrTjdR4QNbMh,SSC / TK,public,China,22,28,1786102157384,1786105679675,2026-08-07T11:29:17Z,2026-08-07T12:27:59Z,https://classic.warcraftlogs.com/reports/zfw7qrTjdR4QNbMh,1056,1,1,-1,TRUE,100,-1
93MwZKxJbY6tzPV8,SSC / TK,public,China,12,16,1786102753095,1786105664474,2026-08-07T11:39:13Z,2026-08-07T12:27:44Z,https://classic.warcraftlogs.com/reports/93MwZKxJbY6tzPV8,1056,1,1,-1,TRUE,100,-1
XmaPA2LfVQjr1RHb,이대 막공,public,Korea,7,11,1786103598180,1786105681740,2026-08-07T11:53:18Z,2026-08-07T12:28:01Z,https://classic.warcraftlogs.com/reports/XmaPA2LfVQjr1RHb,1056,1,1,-1,TRUE,100,-1
mx7LTt2YnjCdJKNX,이해뜨 정공,public,Korea,13,23,1786103189082,1786105653312,2026-08-07T11:46:29Z,2026-08-07T12:27:33Z,https://classic.warcraftlogs.com/reports/mx7LTt2YnjCdJKNX,1056,1,1,-1,TRUE,100,-1
h6rx4LfZdRqYbjBk,,public,China,0,17,1786103361251,1786105670341,2026-08-07T11:49:21Z,2026-08-07T12:27:50Z,https://classic.warcraftlogs.com/reports/h6rx4LfZdRqYbjBk,1056,1,1,-1,TRUE,100,-1
PF96xXAnQCbN8dpD,SSC / TK,public,China,10,20,1786103290130,1786105670761,2026-08-07T11:48:10Z,2026-08-07T12:27:50Z,https://classic.warcraftlogs.com/reports/PF96xXAnQCbN8dpD,1056,1,1,-1,TRUE,100,-1
LwnkKCjDNxZQbBaM,SSC / TK,public,China,19,25,1786101439100,1786105669445,2026-08-07T11:17:19Z,2026-08-07T12:27:49Z,https://classic.warcraftlogs.com/reports/LwnkKCjDNxZQbBaM,1056,1,1,-1,TRUE,100,-1
MbHKB2aAvWcDkh68,불폭,public,Korea,5,8,1786103831289,1786105677007,2026-08-07T11:57:11Z,2026-08-07T12:27:57Z,https://classic.warcraftlogs.com/reports/MbHKB2aAvWcDkh68,1056,1,1,-1,TRUE,100,-1
JRTK4qgxvyNP7Vmr,SSC / TK,public,Korea,10,18,1786103568876,1786105669305,2026-08-07T11:52:48Z,2026-08-07T12:27:49Z,https://classic.warcraftlogs.com/reports/JRTK4qgxvyNP7Vmr,1056,1,1,-1,TRUE,100,-1
dGh7AaF8c4RD2tNb,SSC / TK,public,Korea,4,15,1786103130062,1786105665816,2026-08-07T11:45:30Z,2026-08-07T12:27:45Z,https://classic.warcraftlogs.com/reports/dGh7AaF8c4RD2tNb,1056,1,1,-1,TRUE,100,-1
H8y4VwkgT3r9Rpaf,SSC / TK,public,China,22,27,1786101395730,1786105664876,2026-08-07T11:16:35Z,2026-08-07T12:27:44Z,https://classic.warcraftlogs.com/reports/H8y4VwkgT3r9Rpaf,1056,1,1,-1,TRUE,100,-1
zftJvVjH1Z2cK9aR,SSC / TK,public,China,17,26,1786102635479,1786105663360,2026-08-07T11:37:15Z,2026-08-07T12:27:43Z,https://classic.warcraftlogs.com/reports/zftJvVjH1Z2cK9aR,1056,1,1,-1,TRUE,100,-1
qxHmN3zf1p6WTnLb,SSC / TK,public,Korea,2,17,1786103363586,1786105661284,2026-08-07T11:49:23Z,2026-08-07T12:27:41Z,https://classic.warcraftlogs.com/reports/qxHmN3zf1p6WTnLb,1056,1,1,-1,TRUE,100,-1
CjmHVQqcGL6xfFw8,20260807双本,public,China,16,30,1786101344559,1786105676126,2026-08-07T11:15:44Z,2026-08-07T12:27:56Z,https://classic.warcraftlogs.com/reports/CjmHVQqcGL6xfFw8,1056,1,1,-1,TRUE,100,-1
xtFB9q248LnT1yfH,SSC / TK,public,China,21,30,1786089909026,1786105661905,2026-08-07T08:05:09Z,2026-08-07T12:27:41Z,https://classic.warcraftlogs.com/reports/xtFB9q248LnT1yfH,1056,1,1,-1,TRUE,100,-1
TAw9Nn7rdzbkc1vY,123,public,China,4,12,1786103161665,1786105670759,2026-08-07T11:46:01Z,2026-08-07T12:27:50Z,https://classic.warcraftlogs.com/reports/TAw9Nn7rdzbkc1vY,1056,1,1,-1,TRUE,100,-1
n9xR8CzLqNKXHYmk,SSC / TK,public,Korea,11,19,1786103299877,1786105657811,2026-08-07T11:48:19Z,2026-08-07T12:27:37Z,https://classic.warcraftlogs.com/reports/n9xR8CzLqNKXHYmk,1056,1,1,-1,TRUE,100,-1
xt9VXQyYLT3FkjBd,周五晚,public,China,17,21,1786101756760,1786105656934,2026-08-07T11:22:36Z,2026-08-07T12:27:36Z,https://classic.warcraftlogs.com/reports/xt9VXQyYLT3FkjBd,1056,1,1,-1,TRUE,100,-1
AjYCdaWphR6QbH4c,SSC / TK,public,China,9,17,1786103317391,1786105656403,2026-08-07T11:48:37Z,2026-08-07T12:27:36Z,https://classic.warcraftlogs.com/reports/AjYCdaWphR6QbH4c,1056,1,1,-1,TRUE,100,-1
zXNDBP13WKFRYA6d,8.7 晚上团.,public,China,18,24,1786101864059,1786105656196,2026-08-07T11:24:24Z,2026-08-07T12:27:36Z,https://classic.warcraftlogs.com/reports/zXNDBP13WKFRYA6d,1056,1,1,-1,TRUE,100,-1
jbnhcpJ9qyztQkmx,SSC / TK,public,Korea,5,31,1786100433861,1786105649845,2026-08-07T11:00:33Z,2026-08-07T12:27:29Z,https://classic.warcraftlogs.com/reports/jbnhcpJ9qyztQkmx,1056,1,1,-1,TRUE,100,-1
Q76LxmD9vdafYKr1,SSC / TK,public,China,1,10,1786104034793,1786105645799,2026-08-07T12:00:34Z,2026-08-07T12:27:25Z,https://classic.warcraftlogs.com/reports/Q76LxmD9vdafYKr1,1056,1,1,-1,TRUE,100,-1
XpaY7tB4KAFR6jw8,ghg,public,Korea,1,15,1786103748881,1786105630941,2026-08-07T11:55:48Z,2026-08-07T12:27:10Z,https://classic.warcraftlogs.com/reports/XpaY7tB4KAFR6jw8,1056,1,1,-1,TRUE,100,-1
MtjYqnzTRhZKFWAH,SSC / TK,public,China,34,35,1786100343989,1786105640218,2026-08-07T10:59:03Z,2026-08-07T12:27:20Z,https://classic.warcraftlogs.com/reports/MtjYqnzTRhZKFWAH,1056,1,1,-1,TRUE,100,-1
LYvdTbQVfX8CJyF3,SSC/TK 07/08,public,United States,37,42,1786097681713,1786105636846,2026-08-07T10:14:41Z,2026-08-07T12:27:16Z,https://classic.warcraftlogs.com/reports/LYvdTbQVfX8CJyF3,1056,1,1,-1,TRUE,100,-1
4Af8vz2VqX6rJRLQ,cyclone,public,United States,53,65,1786095933710,1786105637185,2026-08-07T09:45:33Z,2026-08-07T12:27:17Z,https://classic.warcraftlogs.com/reports/4Af8vz2VqX6rJRLQ,1056,1,1,-1,TRUE,100,-1
f7Cxv2NYG8bTZwcq,SSC / TK,public,China,5,15,1786104405354,1786105634338,2026-08-07T12:06:45Z,2026-08-07T12:27:14Z,https://classic.warcraftlogs.com/reports/f7Cxv2NYG8bTZwcq,1056,1,1,-1,TRUE,100,-1
jBhHvXZyQGVNWwDq,0215243,public,China,12,19,1786098062139,1786105634592,2026-08-07T10:21:02Z,2026-08-07T12:27:14Z,https://classic.warcraftlogs.com/reports/jBhHvXZyQGVNWwDq,1056,1,1,-1,TRUE,100,-1
8banF6tPmkYr14Wc,SSC / TK,public,China,18,24,1786101015128,1786105605813,2026-08-07T11:10:15Z,2026-08-07T12:26:45Z,https://classic.warcraftlogs.com/reports/8banF6tPmkYr14Wc,1056,1,1,-1,TRUE,100,-1
xqfR1mJZy9vWPhgH,SSC / TK,public,United States,34,37,1786097953738,1786105631898,2026-08-07T10:19:13Z,2026-08-07T12:27:11Z,https://classic.warcraftlogs.com/reports/xqfR1mJZy9vWPhgH,1056,1,1,-1,TRUE,100,-1
PMCQh6ZWvaJYLcgT,SSC / TK,public,China,8,14,1786103747036,1786105635512,2026-08-07T11:55:47Z,2026-08-07T12:27:15Z,https://classic.warcraftlogs.com/reports/PMCQh6ZWvaJYLcgT,1056,1,1,-1,TRUE,100,-1
7PZgG9ABqWJ38Dy6,SSC / TK,public,Korea,35,40,1786099574010,1786105627049,2026-08-07T10:46:14Z,2026-08-07T12:27:07Z,https://classic.warcraftlogs.com/reports/7PZgG9ABqWJ38Dy6,1056,1,1,-1,TRUE,100,-1
7tpcWLTZb8NDRYrX,SSC / TK,public,Korea,35,40,1786099614153,1786105626582,2026-08-07T10:46:54Z,2026-08-07T12:27:06Z,https://classic.warcraftlogs.com/reports/7tpcWLTZb8NDRYrX,1056,1,1,-1,TRUE,100,-1
hbaHVNqXQyPK3p19,SSC / TK,public,China,21,29,1786102401555,1786105620335,2026-08-07T11:33:21Z,2026-08-07T12:27:00Z,https://classic.warcraftlogs.com/reports/hbaHVNqXQyPK3p19,1056,1,1,-1,TRUE,100,-1
4HJqydnckRAPgLvT,SSC / TK,public,United States,61,64,1786093413270,1786105628240,2026-08-07T09:03:33Z,2026-08-07T12:27:08Z,https://classic.warcraftlogs.com/reports/4HJqydnckRAPgLvT,1056,1,1,-1,TRUE,100,-1
pqZGYtxAR7crv6jh,SSC / TK,public,United States,42,62,1786096066017,1786105623242,2026-08-07T09:47:46Z,2026-08-07T12:27:03Z,https://classic.warcraftlogs.com/reports/pqZGYtxAR7crv6jh,1056,1,1,-1,TRUE,100,-1
1p6kXN8mJBMhbWqa,SSC / TK,public,United States,40,45,1786095249782,1786105613193,2026-08-07T09:34:09Z,2026-08-07T12:26:53Z,https://classic.warcraftlogs.com/reports/1p6kXN8mJBMhbWqa,1056,1,1,-1,TRUE,100,-1
pGwtjJ4dMKq216WF,SSC / TK,public,China,13,26,1786101110538,1786105611519,2026-08-07T11:11:50Z,2026-08-07T12:26:51Z,https://classic.warcraftlogs.com/reports/pGwtjJ4dMKq216WF,1056,1,1,-1,TRUE,100,-1
JwAXrLPhcqfWRam9,TK/SSC/Gruul,public,United States,44,57,1786098405437,1786105609503,2026-08-07T10:26:45Z,2026-08-07T12:26:49Z,https://classic.warcraftlogs.com/reports/JwAXrLPhcqfWRam9,1056,1,1,-1,TRUE,100,-1
GDVPL2n9tHjc8yrY,SSC / TK,public,China,7,22,1786101298489,1786105607432,2026-08-07T11:14:58Z,2026-08-07T12:26:47Z,https://classic.warcraftlogs.com/reports/GDVPL2n9tHjc8yrY,1056,1,1,-1,TRUE,100,-1
fzZ9gt4HmRThQnp2,SSC / TK,public,Korea,32,38,1786099748595,1786105600757,2026-08-07T10:49:08Z,2026-08-07T12:26:40Z,https://classic.warcraftlogs.com/reports/fzZ9gt4HmRThQnp2,1056,1,1,-1,TRUE,100,-1
v4cK2NAbMk6ZYGdL,毒蛇+风暴 FQ [凤林火山],public,China,25,31,1786101348570,1786105602967,2026-08-07T11:15:48Z,2026-08-07T12:26:42Z,https://classic.warcraftlogs.com/reports/v4cK2NAbMk6ZYGdL,1056,1,1,-1,TRUE,100,-1
KBbnQxqw2jyXfZ73,SSC / TK,public,China,6,10,1786101116142,1786105598613,2026-08-07T11:11:56Z,2026-08-07T12:26:38Z,https://classic.warcraftlogs.com/reports/KBbnQxqw2jyXfZ73,1056,1,1,-1,TRUE,100,-1
ACRWyv8BFx2KfYbn,SSC / TK,public,China,27,33,1786101121548,1786105596761,2026-08-07T11:12:01Z,2026-08-07T12:26:36Z,https://classic.warcraftlogs.com/reports/ACRWyv8BFx2KfYbn,1056,1,1,-1,TRUE,100,-1
w3tCPhAnV6TXmBKz,SSC / TK,public,China,6,23,1786101284231,1786105591008,2026-08-07T11:14:44Z,2026-08-07T12:26:31Z,https://classic.warcraftlogs.com/reports/w3tCPhAnV6TXmBKz,1056,1,1,-1,TRUE,100,-1
G3fLFbJdWRB4jAmy,SSC / TK,public,China,30,33,1786100256730,1786105593720,2026-08-07T10:57:36Z,2026-08-07T12:26:33Z,https://classic.warcraftlogs.com/reports/G3fLFbJdWRB4jAmy,1056,1,1,-1,TRUE,100,-1
rjpzW2c17DZx3VBY,SSC / TK,public,China,13,19,1786102474731,1786105586008,2026-08-07T11:34:34Z,2026-08-07T12:26:26Z,https://classic.warcraftlogs.com/reports/rjpzW2c17DZx3VBY,1056,1,1,-1,TRUE,100,-1
zJ8B96CKFydXAb1j,SSC / TK,public,China,26,30,1786101250091,1786105587365,2026-08-07T11:14:10Z,2026-08-07T12:26:27Z,https://classic.warcraftlogs.com/reports/zJ8B96CKFydXAb1j,1056,1,1,-1,TRUE,100,-1
fj9NZnrdCAvyQtcP,ssssscccc,public,United States,52,59,1786096304093,1786105586234,2026-08-07T09:51:44Z,2026-08-07T12:26:26Z,https://classic.warcraftlogs.com/reports/fj9NZnrdCAvyQtcP,1056,1,1,-1,TRUE,100,-1
8MzRwpc6B7X9Y4dD,08071,public,China,23,28,1786101674345,1786105579510,2026-08-07T11:21:14Z,2026-08-07T12:26:19Z,https://classic.warcraftlogs.com/reports/8MzRwpc6B7X9Y4dD,1056,1,1,-1,TRUE,100,-1
GxpC9r6gdNBhj8k1,SSC / TK,public,China,13,18,1786100909634,1786105577740,2026-08-07T11:08:29Z,2026-08-07T12:26:17Z,https://classic.warcraftlogs.com/reports/GxpC9r6gdNBhj8k1,1056,1,1,-1,TRUE,100,-1
wXjPC1DQMkfaA7tq,SSC / TK,public,China,6,15,1786101391522,1786105580369,2026-08-07T11:16:31Z,2026-08-07T12:26:20Z,https://classic.warcraftlogs.com/reports/wXjPC1DQMkfaA7tq,1056,1,1,-1,TRUE,100,-1
hKLfd4R8bG7pWZmC,SSC / TK,public,China,10,19,1786101895216,1786105570794,2026-08-07T11:24:55Z,2026-08-07T12:26:10Z,https://classic.warcraftlogs.com/reports/hKLfd4R8bG7pWZmC,1056,1,1,-1,TRUE,100,-1
VGrPJy3BtaFC4cDg,SSC / TK,public,China,30,32,1786100217759,1786105576696,2026-08-07T10:56:57Z,2026-08-07T12:26:16Z,https://classic.warcraftlogs.com/reports/VGrPJy3BtaFC4cDg,1056,1,1,-1,TRUE,100,-1
HC4QdNXGYPW3D6yR,SSC / TK,public,China,37,37,1786098863282,1786105566269,2026-08-07T10:34:23Z,2026-08-07T12:26:06Z,https://classic.warcraftlogs.com/reports/HC4QdNXGYPW3D6yR,1056,1,1,-1,TRUE,100,-1
VJvD1r8gTq3ZpXdh,SSC / TK,public,Korea,19,29,1786102381366,1786105565348,2026-08-07T11:33:01Z,2026-08-07T12:26:05Z,https://classic.warcraftlogs.com/reports/VJvD1r8gTq3ZpXdh,1056,1,1,-1,TRUE,100,-1
Jpf63j1rBgGvTNXk,20260807双本,public,China,8,28,1786101767316,1786105562940,2026-08-07T11:22:47Z,2026-08-07T12:26:02Z,https://classic.warcraftlogs.com/reports/Jpf63j1rBgGvTNXk,1056,2,2,-1,TRUE,100,-1
G9JDgvnjkzZxVXL1,8月7日晚毒蛇神殿+风暴要塞-会开花的旧铠甲,public,China,7,14,1786103959295,1786105558662,2026-08-07T11:59:19Z,2026-08-07T12:25:58Z,https://classic.warcraftlogs.com/reports/G9JDgvnjkzZxVXL1,1056,2,2,-1,TRUE,100,-1
HdVk6rxY8gAcDMRj,20260807 毒蛇风暴,public,China,12,20,1786102685300,1786105555537,2026-08-07T11:38:05Z,2026-08-07T12:25:55Z,https://classic.warcraftlogs.com/reports/HdVk6rxY8gAcDMRj,1056,2,2,-1,TRUE,100,-1
8yXHaR9wr2ZhcPzm,SSC / TK,public,United States,50,57,1786095273108,1786105489465,2026-08-07T09:34:33Z,2026-08-07T12:24:49Z,https://classic.warcraftlogs.com/reports/8yXHaR9wr2ZhcPzm,1056,2,2,-1,TRUE,100,-1
fnWk82m1PLrDt9yC,SSC / TK,public,Korea,7,13,1786103933526,1786105556147,2026-08-07T11:58:53Z,2026-08-07T12:25:56Z,https://classic.warcraftlogs.com/reports/fnWk82m1PLrDt9yC,1056,2,2,-1,TRUE,100,-1
jw8g4H2VXrQNTamD,SSC / TK,public,Korea,17,25,1786103046593,1786105545456,2026-08-07T11:44:06Z,2026-08-07T12:25:45Z,https://classic.warcraftlogs.com/reports/jw8g4H2VXrQNTamD,1056,2,2,-1,TRUE,100,-1
AyQVB9b62dYqhRng,SSC / TK,public,Korea,23,23,1786103329561,1786105542120,2026-08-07T11:48:49Z,2026-08-07T12:25:42Z,https://classic.warcraftlogs.com/reports/AyQVB9b62dYqhRng,1056,2,2,-1,TRUE,100,-1
