logID,amount,vates,ilvldiff,NDruids,PowerInfusion,uptime_pct,boss,mage,duration_s,vates_by,Berserking,Destruction,VT,JoW
jFmvz94pbrwG6NVd,1286.0008081044,0,5.040000915527344,3,0,0,100626,92772234,205.419,0,0,1,10275,1554
jFmvz94pbrwG6NVd,1528.914073187,0,2.0400009155273438,3,0,0,100626,106350865,205.419,0,0,0,10407,1554
jFmvz94pbrwG6NVd,1139.799118302,0,-2.5999984741210938,3,0,0,100625,92127793,220.03,0,0,0,9699,0
jFmvz94pbrwG6NVd,1162.8096168704,0,5.400001525878906,3,0,0,100625,92772234,220.03,0,0,0,9657,0
jFmvz94pbrwG6NVd,1402.1042585102,0,2.4000015258789063,3,0,0,100625,106350865,220.03,0,0,0,9701,0
jFmvz94pbrwG6NVd,844.04168231397,0,-2.8799972534179545,3,0,0,100628,92127793,476.653,0,0,0,15985,518
jFmvz94pbrwG6NVd,1069.7572447881,0,5.1200027465820455,3,0,0,100628,92772234,476.653,0,0,1,15890,1332
jFmvz94pbrwG6NVd,966.37595903099,0,2.1200027465820455,3,0,0,100628,106350865,476.653,0,0,0,16052,1628
T6qfyaYwNFjWtmgL,1881.0353555733,1,5.5,4,0,0,100623,95057972,136.301,1,0,0,0,1480
T6qfyaYwNFjWtmgL,1408.9331699694,1,-1.5,4,0,0,100623,110811029,136.301,1,0,0,0,1406
T6qfyaYwNFjWtmgL,1637.5112548465,1,5.041664123535156,4,0,0,100624,95057972,163.263,1,0,1,0,2664
T6qfyaYwNFjWtmgL,1215.958300411,0,-1.9583358764648438,4,0,0,100624,110811029,163.263,0,0,0,0,2368
T6qfyaYwNFjWtmgL,1190.3096299803,1,-2.2083358764648438,4,0,0,100625,110811029,206.989,1,0,0,0,1184
T6qfyaYwNFjWtmgL,1917.9755477221,1,4.599998474121094,4,0,0,100627,95057972,179.288,1,0,0,0,4144
T6qfyaYwNFjWtmgL,1401.4657980456,0,-2.4000015258789063,4,0,0,100627,110811029,179.288,0,0,0,0,3700
T6qfyaYwNFjWtmgL,1039.0420824946,0,3.6399993896484375,4,0,0,100628,95680653,426.258,0,0,0,0,2590
T6qfyaYwNFjWtmgL,929.31276363142,0,-2.3600006103515625,4,0,0,100628,110811029,426.258,0,0,0,0,3108
T6qfyaYwNFjWtmgL,1347.8209486468,1,4.839996337890625,4,0,0,100730,95057972,287.694,1,0,0,0,4958
T6qfyaYwNFjWtmgL,1334.6194220248,1,3.839996337890625,4,0,0,100730,95680653,287.694,1,0,0,0,4958
T6qfyaYwNFjWtmgL,1114.2707181936,0,-2.160003662109375,4,0,0,100730,110811029,287.694,0,0,0,0,3774
T6qfyaYwNFjWtmgL,1687.445979632,0,4.519996643066406,4,0,0,100731,95057972,159.662,0,0,0,0,2812
T6qfyaYwNFjWtmgL,1753.2850646992,0,3.5199966430664063,4,0,0,100731,95680653,159.662,0,0,0,0,3330
T6qfyaYwNFjWtmgL,1573.6430709875,1,-2.4800033569335938,4,0,0,100731,110811029,159.662,1,0,0,0,3256
T6qfyaYwNFjWtmgL,2009.3305899804,1,4.919998168945327,4,0,0,100732,95057972,104.495,1,0,1,4198,2368
T6qfyaYwNFjWtmgL,1970.7832910666,0,3.9199981689453267,4,0,0,100732,95680653,104.495,0,0,0,4048,1522
T6qfyaYwNFjWtmgL,1734.9729652136,0,-2.0800018310546733,4,0,0,100732,110811029,104.495,0,0,0,4278,2072
Np6MQZADLPbaVhvC,2009.0614205475,1,4.919998168945327,4,0,0,100732,95057972,104.509,1,0,1,4198,2368
Np6MQZADLPbaVhvC,1970.5192854204,0,3.9199981689453267,4,0,0,100732,95680653,104.509,0,0,0,4048,1522
Np6MQZADLPbaVhvC,1734.7405486609,0,-2.0800018310546733,4,0,0,100732,110811029,104.509,0,0,0,4278,2072
bXjktaVmGwF21cgM,1705.274321267,0,2.3600006103515625,3,0,0,100623,105957047,141.44,0,0,0,7603,3434
bXjktaVmGwF21cgM,1477.8775452489,0,-1.6399993896484375,3,0,0,100623,111077532,141.44,0,1,0,7624,3034
bXjktaVmGwF21cgM,1221.9912338194,0,1.9599990844726563,3,0,0,100624,105957047,195.296,0,0,0,9381,1850
bXjktaVmGwF21cgM,1446.3941913813,0,-2.0400009155273438,3,0,0,100624,111077532,195.296,0,1,0,9692,1776
bXjktaVmGwF21cgM,1074.9713193117,0,1.9599990844726563,3,0,0,100625,105957047,261.5,0,0,0,2405,3922
bXjktaVmGwF21cgM,1044.1567877629,0,-2.0400009155273438,3,0,0,100625,111077532,261.5,0,1,0,3278,3848
bXjktaVmGwF21cgM,1649.9088684584,0,1.8000030517577983,3,0,0,100626,105957047,198.614,0,0,0,13004,1184
bXjktaVmGwF21cgM,1401.3765394182,0,-2.1999969482422017,3,0,0,100626,111077532,198.614,0,1,0,13009,1258
bXjktaVmGwF21cgM,1707.1536449864,0,1.720001220703125,3,0,0,100627,105957047,224.459,0,0,0,13244,4292
bXjktaVmGwF21cgM,1464.8822279347,0,-2.279998779296875,3,0,0,100627,111077532,224.459,0,1,0,13126,3700
bXjktaVmGwF21cgM,1058.5100291394,0,2.8799972534179545,3,0,0,100628,105957047,471.526,0,0,0,11904,3552
bXjktaVmGwF21cgM,937.97372785382,0,-2.1200027465820455,3,0,0,100628,111077532,471.526,0,1,0,10895,3182
A24vV1h38wLPgZbB,1065.620274627,0,1.8000030517577983,2,0,0,100624,91273328,245.351,0,0,0,0,1628
A24vV1h38wLPgZbB,1048.1554996719,0,3.8000030517577983,2,0,0,100624,91969320,245.351,0,0,0,0,2072
A24vV1h38wLPgZbB,1260.7692652567,0,-1.1999969482422017,2,0,0,100624,107225120,245.351,0,0,0,0,2146
A24vV1h38wLPgZbB,701.68044964153,0,-12.199996948242202,2,0,0,100624,111660517,245.351,0,0,0,0,1850
A24vV1h38wLPgZbB,854.96696569405,0,-12.199996948242202,2,0,0,100624,111660518,245.351,0,0,0,0,1406
A24vV1h38wLPgZbB,674.63487070539,0,1.9199981689453267,2,0,0,100623,91273328,364.323,0,0,0,0,1258
A24vV1h38wLPgZbB,654.46046502691,0,3.9199981689453267,2,0,0,100623,91969320,364.323,0,0,0,0,1184
A24vV1h38wLPgZbB,609.67602923779,0,-12.080001831054673,2,0,0,100623,111660517,364.323,0,0,0,0,1998
A24vV1h38wLPgZbB,537.02895507558,0,-12.080001831054673,2,0,0,100623,111660518,364.323,0,0,0,0,1406
A24vV1h38wLPgZbB,1064.1062327438,0,2.3600006103515625,2,0,0,100625,91273328,387.903,0,0,0,0,3108
A24vV1h38wLPgZbB,1030.9690824768,0,-0.6399993896484375,2,0,0,100625,107225120,387.903,0,0,0,0,3182
A24vV1h38wLPgZbB,639.71663018847,0,-11.639999389648438,2,0,0,100625,111660517,387.903,0,0,0,0,1776
A24vV1h38wLPgZbB,1051.5712389888,0,1.9599990844726563,2,0,0,100628,91273328,541.038,0,0,0,0,2146
A24vV1h38wLPgZbB,772.84589991831,0,3.9599990844726563,2,0,0,100628,91969320,541.038,0,0,0,0,2664
A24vV1h38wLPgZbB,922.2069429504,0,-1.0400009155273438,2,0,0,100628,107225120,541.038,0,0,0,0,2516
A24vV1h38wLPgZbB,1050.7675293077,0,3.5416641235351563,2,0,0,100732,91969320,226.05,0,0,0,0,444
A24vV1h38wLPgZbB,1013.7889847379,0,-4.458335876464844,2,0,0,100732,94387672,226.05,0,0,0,0,666
A24vV1h38wLPgZbB,1254.5587259456,0,-1.4583358764648438,2,0,0,100732,107225120,226.05,0,0,0,0,666
A24vV1h38wLPgZbB,893.84207033842,0,-0.45833587646484375,2,0,0,100732,111171670,226.05,0,0,0,0,666
A24vV1h38wLPgZbB,1290.2956618491,0,3.5416641235351563,2,0,0,100731,91969320,258.843,0,0,0,0,2516
A24vV1h38wLPgZbB,1211.8117932492,0,-4.458335876464844,2,0,0,100731,94387672,258.843,0,0,0,0,3626
A24vV1h38wLPgZbB,1226.3534265945,0,-1.4583358764648438,2,0,0,100731,107225120,258.843,0,0,0,0,3700
A24vV1h38wLPgZbB,1247.7718153475,0,-0.45833587646484375,2,0,0,100731,111171670,258.843,0,0,0,0,3256
9C67KXF2twZ1dkhb,1530.4934339588,1,7,6,0,62.13621362136214,100623,109791302,173.316,1,0,0,0,3478
9C67KXF2twZ1dkhb,1218.3179856447,0,-7,6,0,0,100623,110431760,173.316,0,0,0,0,3108
9C67KXF2twZ1dkhb,1480.1230123012,0,5,6,0,0,100623,110795535,173.316,0,1,0,0,3256
9C67KXF2twZ1dkhb,762.34803092343,0,-7.800003051757798,6,0,96.6683003177715,100624,110431760,316.265,0,0,0,0,2960
9C67KXF2twZ1dkhb,1041.971131804,0,4.199996948242202,6,0,96.79446034180198,100624,110795535,316.265,0,1,0,0,3330
9C67KXF2twZ1dkhb,923.75633124864,0,6.3600006103515625,6,0,94.95243703051578,100625,109791302,349.852,0,0,0,0,3256
9C67KXF2twZ1dkhb,820.3411728388,0,-7.6399993896484375,6,0,70.34803288247602,100625,110431760,349.852,0,0,0,0,5106
9C67KXF2twZ1dkhb,1056.3695505528,0,4.3600006103515625,6,0,92.87927466471538,100625,110795535,349.852,0,1,0,0,3108
9C67KXF2twZ1dkhb,947.72850366332,0,6.160003662109361,6,0,75.57479302689609,100626,109791302,336.034,0,0,0,0,1480
9C67KXF2twZ1dkhb,1102.2816566341,0,6.1200027465820455,6,0,93.2692931550301,100627,109791302,277.43,0,0,0,0,3404
9C67KXF2twZ1dkhb,928.21973110334,0,-7.8799972534179545,6,0,91.37440074973868,100627,110431760,277.43,0,0,0,0,3700
9C67KXF2twZ1dkhb,1391.5185812637,0,4.1200027465820455,6,0,92.1140467865768,100627,110795535,277.43,0,1,0,0,3848
9C67KXF2twZ1dkhb,609.38371035414,0,-7.839996337890639,7,0,0,100628,110431760,545.328,0,0,0,0,3552
9C67KXF2twZ1dkhb,947.67185987149,1,5.160003662109361,7,0,81.92133908400083,100628,110795535,545.328,1,1,0,0,3108
qdtQn1WB8GmrA2FR,1773.776094256,1,4.590911865234361,4,1,0,100732,106026852,167.374,1,0,1,3391,1480
qdtQn1WB8GmrA2FR,1198.9735562274,0,-2.409088134765639,4,0,0,100732,111028763,167.374,0,0,0,3330,666
qdtQn1WB8GmrA2FR,1332.7304169176,1,5.81817626953125,4,1,0,100733,106026852,541.258,1,0,0,5216,1480
qdtQn1WB8GmrA2FR,1013.1138939286,0,2.81817626953125,4,0,0,100733,111028763,541.258,0,0,0,5066,962
vdw7qbFrRMcJtpCY,1481.2786150477,0,3.5199966430664063,3,0,0,100623,92482508,155.731,0,0,0,7427,0
vdw7qbFrRMcJtpCY,1511.1185313136,0,4.519996643066406,3,0,0,100623,108149918,155.731,0,1,0,7472,0
vdw7qbFrRMcJtpCY,1319.246885705,1,3.0400009155273438,3,0,0,100624,92482508,193.543,1,0,0,6491,1702
vdw7qbFrRMcJtpCY,1568.5196571305,0,4.040000915527344,3,0,0,100624,108149918,193.543,0,1,0,6792,1850
vdw7qbFrRMcJtpCY,1086.068728913,0,-6.959999084472656,3,0,0,100624,109616528,193.543,0,0,1,0,1480
vdw7qbFrRMcJtpCY,1618.2994627715,0,2.720001220703125,3,0,0,100626,92482508,160.267,0,0,0,7207,1258
vdw7qbFrRMcJtpCY,1341.367842413,1,3.720001220703125,3,0,0,100626,108149918,160.267,1,1,0,7293,518
vdw7qbFrRMcJtpCY,957.5443029582,0,-7.599998474121094,3,0,0,100627,109616528,271.483,0,0,0,0,3552
vdw7qbFrRMcJtpCY,987.29175368624,1,2.3199996948242188,3,0,0,100628,92482508,541.066,1,0,0,10593,5032
vdw7qbFrRMcJtpCY,1052.6238943123,2+,4.319999694824219,3,0,0,100628,108149918,541.066,2+,1,0,10645,3108
vdw7qbFrRMcJtpCY,718.21367448703,0,-5.680000305175781,3,0,50.415106474995675,100628,109616528,541.066,0,0,0,0,3996
vdw7qbFrRMcJtpCY,1285.2126328526,1,2.5199966430664063,3,0,0,100730,92482508,363.655,1,0,0,14389,3034
vdw7qbFrRMcJtpCY,1263.7279839408,1,4.519996643066406,3,0,0,100730,108149918,363.655,1,1,0,14597,2812
vdw7qbFrRMcJtpCY,919.5858712241,0,-5.480003356933594,3,0,63.4934209621757,100730,109616528,363.655,0,0,0,0,2368
vdw7qbFrRMcJtpCY,1667.7124197575,2+,2.160003662109361,3,0,0,100731,92482508,179.456,2+,0,0,7195,2590
vdw7qbFrRMcJtpCY,1835.569721826,1,4.160003662109361,3,0,0,100731,108149918,179.456,1,1,0,7150,2294
vdw7qbFrRMcJtpCY,1354.1425196148,0,-5.839996337890639,3,0,0,100731,109616528,179.456,0,0,0,0,2220
vdw7qbFrRMcJtpCY,1313.4169793306,2+,2.239997863769517,3,0,0,100732,92482508,148.722,2+,0,0,3402,962
vdw7qbFrRMcJtpCY,1545.1580801764,1,4.239997863769517,3,0,0,100732,108149918,148.722,1,1,0,3395,1776
vdw7qbFrRMcJtpCY,1087.693817996,0,-5.760002136230483,3,0,93.03129328545877,100732,109616528,148.722,0,0,1,0,1332
vdw7qbFrRMcJtpCY,1086.4748144949,1,4.8800048828125,3,0,0,100733,92482508,509.42,1,0,0,9736,2294
vdw7qbFrRMcJtpCY,1136.3177731538,2+,3.8800048828125,3,0,0,100733,108149918,509.42,2+,1,0,10368,2664
KTRadWCgBqNDYrLv,988.59931389261,0,2.1739120483398438,3,0,0,100624,97639190,329.103,0,0,0,11160,3034
KTRadWCgBqNDYrLv,935.82556221001,0,5.173912048339844,3,0,0,100624,111171474,329.103,0,0,0,11570,3774
KTRadWCgBqNDYrLv,942.73247886556,0,1.8799972534179545,3,1,0,100627,97639190,396.036,0,0,0,0,4366
KTRadWCgBqNDYrLv,759.7188134412,0,3.8799972534179545,3,0,0,100627,110835150,396.036,0,0,0,0,4070
KTRadWCgBqNDYrLv,740.9831429466,0,4.8799972534179545,3,0,0,100627,111171474,396.036,0,0,0,0,3330
KTRadWCgBqNDYrLv,1170.0023115152,0,2.0400009155273438,3,0,0,100626,97639190,311.484,0,0,0,14003,2442
KTRadWCgBqNDYrLv,873.7399031732,0,4.040000915527344,3,0,0,100626,110835150,311.484,0,0,0,11795,2072
KTRadWCgBqNDYrLv,1133.4097417524,0,5.040000915527344,3,0,0,100626,111171474,311.484,0,0,0,13549,2146
KTRadWCgBqNDYrLv,923.00425415954,0,0.41666412353515625,3,0,0,100625,97639190,330.265,0,0,0,12247,2960
KTRadWCgBqNDYrLv,770.44797359696,0,2.4166641235351563,3,0,0,100625,110835150,330.265,0,0,0,11153,2075
KTRadWCgBqNDYrLv,1037.5849696456,0,3.4166641235351563,3,0,0,100625,111171474,330.265,0,0,0,12475,2442
KTRadWCgBqNDYrLv,796.22801999947,0,2,3,0,0,100628,97639190,674.818,0,0,0,12063,0
KTRadWCgBqNDYrLv,857.51121043007,0,6,3,0,0,100628,111171474,674.818,0,0,0,13075,0
KTRadWCgBqNDYrLv,899.6609129175,0,4.7391281127929545,3,0,0,100731,110835150,332.363,0,0,0,0,4070
KTRadWCgBqNDYrLv,1103.5103185373,0,6.7391281127929545,3,0,0,100731,111171474,332.363,0,0,0,0,4440
KTRadWCgBqNDYrLv,846.23788232623,0,5.708335876464844,3,0,0,100732,111171474,325.867,0,0,0,8628,1702
KTRadWCgBqNDYrLv,790.70415571696,0,4.75,3,0,0,100733,110835150,635.101,0,0,0,17692,2146
KTRadWCgBqNDYrLv,1080.1116672781,0,7.75,3,0,0,100733,111171474,635.101,0,0,0,19124,2146
QF3fktaC2v1GZwnV,1439.3767372666,0,4.319999694824219,1,0,0,100624,97126617,178.801,0,0,0,5919,1480
QF3fktaC2v1GZwnV,1693.2567491233,0,4.319999694824219,1,0,0,100624,105948935,178.801,0,0,0,5563,1332
QF3fktaC2v1GZwnV,1531.9768905096,0,4.319999694824219,1,0,0,100624,108629092,178.801,0,1,0,5695,1776
QF3fktaC2v1GZwnV,1490.8146485712,0,5.040000915527344,1,0,0,100623,105948935,141.693,0,0,0,6148,2294
QF3fktaC2v1GZwnV,1811.94554424,0,5.040000915527344,1,0,0,100623,108629092,141.693,0,1,0,6076,1480
QF3fktaC2v1GZwnV,1538.4013368996,0,4.400001525878906,1,0,0,100625,97126617,217.219,0,0,0,2238,2442
QF3fktaC2v1GZwnV,1437.1302694516,0,4.400001525878906,1,0,0,100625,105948935,217.219,0,1,0,2063,2516
QF3fktaC2v1GZwnV,1380.7401746624,0,4.400001525878906,1,0,0,100625,108629092,217.219,0,1,0,2210,2294
QF3fktaC2v1GZwnV,1748.6341139417,0,4.400001525878906,1,0,0,100626,97126617,140.019,0,0,0,7074,2072
QF3fktaC2v1GZwnV,1881.4518029696,0,4.400001525878906,1,0,0,100626,105948935,140.019,0,0,0,6964,2072
QF3fktaC2v1GZwnV,2038.05197866,0,4.400001525878906,1,1,0,100626,108629092,140.019,0,1,0,7067,1776
QF3fktaC2v1GZwnV,1945.3131118014,0,4.239997863769517,1,0,0,100627,97126617,191.545,0,0,0,10199,3700
QF3fktaC2v1GZwnV,1713.5712234723,0,4.239997863769517,1,0,0,100627,105948935,191.545,0,1,0,9196,3848
QF3fktaC2v1GZwnV,1889.576861834,0,4.239997863769517,1,1,0,100627,108629092,191.545,0,1,0,10208,4218
QF3fktaC2v1GZwnV,1063.8807402302,0,4.279998779296875,1,0,0,100628,97126617,491.901,0,0,0,9717,3478
QF3fktaC2v1GZwnV,1081.0305325665,0,4.279998779296875,1,1,0,100628,108629092,491.901,0,1,0,10398,3256
QF3fktaC2v1GZwnV,1419.8348429519,0,4.1200027465820455,1,0,0,100730,97126617,362.564,0,0,0,12494,3330
QF3fktaC2v1GZwnV,1358.0995355303,0,4.1200027465820455,1,0,0,100730,105948935,362.564,0,1,0,12501,2516
QF3fktaC2v1GZwnV,1311.6691122119,0,4.1200027465820455,1,0,0,100730,108629092,362.564,0,1,0,12150,2812
QF3fktaC2v1GZwnV,1775.6013959865,0,3.8000030517577983,1,0,0,100731,97126617,160.46,0,0,0,6950,3034
QF3fktaC2v1GZwnV,1846.8527982052,0,3.8000030517577983,1,0,0,100731,105948935,160.46,0,1,0,7035,3404
QF3fktaC2v1GZwnV,1720.5970335286,0,3.8000030517577983,1,0,0,100731,108629092,160.46,0,1,0,7220,3108
QF3fktaC2v1GZwnV,1854.1250131537,0,3.8799972534179545,1,0,0,100732,97126617,114.036,0,0,0,4135,2294
QF3fktaC2v1GZwnV,2001.0347609527,0,3.8799972534179545,1,0,0,100732,105948935,114.036,0,0,0,4130,2146
QF3fktaC2v1GZwnV,1817.2419236031,0,3.8799972534179545,1,0,0,100732,108629092,114.036,0,1,0,4137,2220
QF3fktaC2v1GZwnV,1336.5009634267,0,3.1999969482421875,1,0,0,100733,97126617,433.868,0,0,0,10974,2516
QF3fktaC2v1GZwnV,1480.4779333807,0,3.1999969482421875,1,1,0,100733,105948935,433.868,0,1,0,11299,2886
QF3fktaC2v1GZwnV,1334.3390155531,0,3.1999969482421875,1,0,0,100733,108629092,433.868,0,1,0,11378,1998
cbVk3avdNpZXjGYw,1093.1148341669,0,1.8333358764648438,3,0,0,100623,97639190,393.106,0,0,0,14843,0
cbVk3avdNpZXjGYw,899.54109069818,0,3.8333358764648438,3,0,0,100623,110835150,393.106,0,0,0,14976,0
cbVk3avdNpZXjGYw,1026.2982503447,0,4.833335876464844,3,0,0,100623,111171474,393.106,0,0,0,14979,0
vfrM4AKBTVR1J3pw,1365.0817991555,0,3.8000030517577983,1,0,0,100730,109977421,352.143,0,0,0,14340,4958
vfrM4AKBTVR1J3pw,1210.8461619285,0,-2.1999969482422017,1,0,0,100730,111504922,352.143,0,0,0,14502,5476
vfrM4AKBTVR1J3pw,1714.3024469195,0,5.680000305175781,2,0,0,100731,104146535,187.828,0,0,0,9411,3552
vfrM4AKBTVR1J3pw,1731.6640756437,0,3.6800003051757813,2,0,0,100731,109977421,187.828,0,0,0,9708,4588
vfrM4AKBTVR1J3pw,1697.3933598824,0,-2.3199996948242188,2,0,0,100731,111504922,187.828,0,0,0,9536,3996
vfrM4AKBTVR1J3pw,1684.1674249318,0,5.800003051757798,2,0,0,100732,104146535,131.88,0,0,0,5441,1332
vfrM4AKBTVR1J3pw,1615.1349711859,0,3.8000030517577983,2,0,0,100732,109977421,131.88,0,0,0,5556,1258
vfrM4AKBTVR1J3pw,1598.6806187443,0,-2.1999969482422017,2,0,0,100732,111504922,131.88,0,0,0,5415,1554
vfrM4AKBTVR1J3pw,846.4542746184,0,7.3600006103515625,2,0,0,100733,104146535,499.799,0,0,0,12813,3478
vfrM4AKBTVR1J3pw,1090.1042218972,0,4.3600006103515625,2,0,0,100733,109977421,499.799,0,0,0,14059,2664
vfrM4AKBTVR1J3pw,976.17042050904,0,-5.6399993896484375,2,0,0,100733,111504922,499.799,0,0,0,14212,3552
hpKHAbqkxMY3JNfj,933.07623162351,0,4.043479919433594,2,0,0,100624,91746030,310.383,0,0,2,10826,3626
hpKHAbqkxMY3JNfj,1355.4350592655,0,4.043479919433594,2,0,0,100624,91889608,310.383,0,0,0,10820,3996
hpKHAbqkxMY3JNfj,833.11263825661,0,-2.9565200805664063,2,0,0,100624,111565758,310.383,0,0,0,10313,3478
hpKHAbqkxMY3JNfj,1101.4137041368,0,4.800003051757798,2,0,0,100627,91746030,310.461,0,0,1,14082,3256
hpKHAbqkxMY3JNfj,1577.1030821907,0,4.800003051757798,2,0,0,100627,91889608,310.461,0,0,0,14002,4070
hpKHAbqkxMY3JNfj,809.8698387237,0,-9.199996948242202,2,0,0,100627,99486288,310.461,0,0,0,0,5846
hpKHAbqkxMY3JNfj,922.82444493833,0,-2.1999969482422017,2,0,0,100627,111565758,310.461,0,0,0,13840,3539
hpKHAbqkxMY3JNfj,1156.1200264187,0,5.080001831054673,2,0,0,100626,91746030,280.105,0,0,1,12660,0
hpKHAbqkxMY3JNfj,1572.9672801271,0,5.080001831054673,2,0,0,100626,91889608,280.105,0,0,0,12611,0
hpKHAbqkxMY3JNfj,1087.1958729762,0,-1.9199981689453267,2,0,0,100626,111565758,280.105,0,0,0,12660,0
hpKHAbqkxMY3JNfj,865.36809647046,0,5.319999694824219,2,0,0,100625,91746030,363.22,0,0,1,10978,0
hpKHAbqkxMY3JNfj,1109.7599251143,0,5.319999694824219,2,0,0,100625,91889608,363.22,0,0,0,10739,0
hpKHAbqkxMY3JNfj,783.00754363746,0,-1.6800003051757813,2,0,0,100625,111565758,363.22,0,0,0,10800,0
hpKHAbqkxMY3JNfj,1087.4304569853,0,4.800003051757798,2,0,0,100623,91746030,490.344,0,0,1,16070,7696
hpKHAbqkxMY3JNfj,1173.7637250583,0,4.800003051757798,2,0,0,100623,91889608,490.344,0,0,0,15730,7104
hpKHAbqkxMY3JNfj,362.30279150963,0,-9.199996948242202,2,0,0,100623,99486288,490.344,0,0,0,0,6438
hpKHAbqkxMY3JNfj,839.36787235084,0,-2.1999969482422017,2,0,0,100623,111565758,490.344,0,0,0,16018,4514
hpKHAbqkxMY3JNfj,1264.6927849411,0,4.760002136230483,2,0,0,100628,91889608,597.334,0,0,0,18720,4662
hpKHAbqkxMY3JNfj,346.14972527932,0,-9.239997863769517,2,0,0,100628,99486288,597.334,0,0,0,0,3848
hpKHAbqkxMY3JNfj,893.07824433232,0,-2.239997863769517,2,0,0,100628,111565758,597.334,0,0,0,18492,3771
hpKHAbqkxMY3JNfj,1095.880310166,0,4.333335876464844,2,0,0,100730,91746030,462.462,0,0,1,18596,0
hpKHAbqkxMY3JNfj,1172.1308994036,0,4.333335876464844,2,0,0,100730,91889608,462.462,0,0,0,19028,0
hpKHAbqkxMY3JNfj,888.49894694051,0,-2.6666641235351563,2,0,0,100730,111565758,462.462,0,0,0,18506,0
hpKHAbqkxMY3JNfj,1398.1159358044,0,4.666664123535156,2,0,0,100731,91889608,279.396,0,0,0,0,666
hpKHAbqkxMY3JNfj,1111.9915818408,0,-2.3333358764648438,2,0,0,100731,111565758,279.396,0,0,0,0,1036
hpKHAbqkxMY3JNfj,1176.6772955034,0,4.625,2,0,0,100732,91746030,215.138,0,0,1,7906,2368
hpKHAbqkxMY3JNfj,1479.7618272922,0,4.625,2,0,0,100732,91889608,215.138,0,0,0,8428,2960
hpKHAbqkxMY3JNfj,985.07004806217,0,-2.375,2,0,0,100732,111565758,215.138,0,0,0,8245,2072
hpKHAbqkxMY3JNfj,879.6844366775,0,4.7916717529296875,2,0,0,100733,91746030,638.604,0,0,1,14810,2146
hpKHAbqkxMY3JNfj,1083.1328961297,0,3.7916717529296875,2,0,0,100733,91889608,638.604,0,0,0,14587,2812
hpKHAbqkxMY3JNfj,890.48612285548,0,-0.2083282470703125,2,0,0,100733,111565758,638.604,0,0,0,13503,2294
QLYdW3JaHyk9fnX7,828.79259154531,0,-6.319999694824219,3,0,0,100627,92373584,282.92,0,0,0,0,2590
QLYdW3JaHyk9fnX7,1233.6102078326,0,1.6800003051757813,3,0,86.69977378764315,100627,104625690,282.92,0,0,0,0,3996
QLYdW3JaHyk9fnX7,1029.3651915736,1,-1.3199996948242188,3,0,93.12314435176023,100627,105325007,282.92,1,0,0,0,4144
QLYdW3JaHyk9fnX7,992.6273795208,0,-6.279998779296875,3,0,0,100626,92373584,298.537,0,0,0,0,1776
QLYdW3JaHyk9fnX7,1161.835886339,0,1.720001220703125,3,0,97.97713516247566,100626,104625690,298.537,0,0,0,0,1924
QLYdW3JaHyk9fnX7,1013.4589682351,0,-1.279998779296875,3,0,81.02479759627785,100626,105325007,298.537,0,0,0,0,2442
QLYdW3JaHyk9fnX7,947.41149282203,0,-6.319999694824219,3,0,0,100625,92373584,347.034,0,0,0,0,3774
QLYdW3JaHyk9fnX7,1130.4972999764,0,1.6800003051757813,3,0,0,100625,104625690,347.034,0,0,0,0,3922
QLYdW3JaHyk9fnX7,934.45022677893,0,-1.3199996948242188,3,0,61.70951549415907,100625,105325007,347.034,0,0,0,0,4144
QLYdW3JaHyk9fnX7,646.1780191099,0,-6.559997558593764,3,0,0,100628,92373584,533.336,0,0,0,0,2812
QLYdW3JaHyk9fnX7,867.16066419668,0,1.4400024414062358,3,0,31.185031574842114,100628,104625690,533.336,0,0,0,0,3330
QLYdW3JaHyk9fnX7,666.9810400948,0,-1.5599975585937642,3,0,21.159456702716486,100628,105325007,533.336,0,0,0,0,4218
QLYdW3JaHyk9fnX7,1889.0155121871,2+,1.5999984741210938,3,0,0,100623,99472254,133.379,2+,0,0,6278,2220
QLYdW3JaHyk9fnX7,1626.3054903695,0,4.599998474121094,3,0,0,100623,109088015,133.379,0,0,0,7048,2294
QLYdW3JaHyk9fnX7,1811.4356112762,1,1.5199966430664063,3,0,0,100625,99472254,151.789,1,0,0,7051,2590
QLYdW3JaHyk9fnX7,1790.2680694912,1,4.519996643066406,3,0,0,100625,109088015,151.789,1,0,0,7289,2368
QLYdW3JaHyk9fnX7,2252.3880098347,0,0.760002136230483,3,0,0,100626,99472254,116.729,0,0,0,7565,888
QLYdW3JaHyk9fnX7,2064.1742840254,0,3.760002136230483,3,0,0,100626,109088015,116.729,0,0,0,7695,962
QLYdW3JaHyk9fnX7,1971.6248998364,1,0.8799972534179545,3,0,0,100627,99472254,182.202,1,0,0,9770,3894
QLYdW3JaHyk9fnX7,1732.7855896203,1,3.8799972534179545,3,0,0,100627,109088015,182.202,1,0,0,10173,3765
QLYdW3JaHyk9fnX7,964.64058547607,1,1.1999969482422017,3,0,0,100628,99472254,407.19,1,0,0,8367,1110
QLYdW3JaHyk9fnX7,1058.2799184656,0,4.199996948242202,3,0,0,100628,109088015,407.19,0,0,0,8620,1110
HAzCcQT6wY1vk8Jd,3454.6857026862,2+,5.080001831054673,3,0,0,100623,105954563,73.895,2+,1,1,0,2146
